tenant_history_id,property_id,locality,bhk,monthly_rent,lease_start_date,lease_end_date,occupancy_status,tenant_name,created_at
TH2199,PROP1855,Noida Sector 150,3,34000,2024-10-02,2026-08-02,VACANT,Sanaya Parikh,2023-10-30 21:31:47
TH2200,PROP1270,Preet Vihar,3,28900,2023-09-19,2024-08-19,OCCUPIED,Tristan Mall,2024-02-21 00:19:03
TH2201,PROP1504,Golf Course Extension Road,4,45000,2023-10-20,2024-09-20,OCCUPIED,Gagan Vala,2024-09-25 17:47:45
TH2202,PROP1188,Saket,4,47500,2025-01-08,2026-11-08,OCCUPIED,Jalsa Rao,2023-12-30 16:06:12
TH2203,PROP1917,Faridabad Sector 15,1,9000,2026-02-09,2027-12-09,OCCUPIED,Libni Pradhan,2023-08-03 22:06:44
TH2204,PROP1116,Golf Course Extension Road,1,17500,2024-08-01,2025-07-01,VACANT,Sanaya Chahal,2024-03-13 21:43:25
TH2205,PROP1185,Gurgaon Sector 56,3,34100,2026-03-19,2027-02-19,OCCUPIED,Saanvi Mani,2024-01-17 00:46:05
TH2206,PROP1995,South Delhi,2,34300,2025-09-25,2026-08-25,OCCUPIED,Oeshi Dewan,2026-01-22 01:12:30
TH2207,PROP1511,DLF Phase 5,3,49600,2025-05-05,2026-04-05,OCCUPIED,Sarthak Mitter,2024-12-22 14:33:43
TH2208,PROP1605,DLF Phase 5,3,51300,2026-02-24,2027-01-24,OCCUPIED,Dominic Prashad,2023-10-26 11:28:36
TH2209,PROP1725,Ghaziabad Raj Nagar Extension,4,18600,2024-10-11,2026-08-11,OCCUPIED,Oeshi Gill,2025-03-21 13:55:12
TH2210,PROP1006,North Delhi,1,10800,2025-09-05,2027-07-05,OCCUPIED,Ryan Grewal,2026-01-18 12:19:33
TH2211,PROP1750,Central Delhi,2,45700,2024-06-01,2026-04-01,OCCUPIED,Brijesh Mittal,2026-01-21 00:50:54
TH2212,PROP1057,Lajpat Nagar,4,48700,2024-06-17,2026-04-17,OCCUPIED,Udarsh Bala,2025-12-04 12:26:59
TH2213,PROP1989,Noida Extension,1,8100,2024-01-05,2024-12-05,OCCUPIED,Urmi Dash,2025-07-06 23:01:50
TH2214,PROP1799,Noida Extension,3,20300,2026-03-24,2027-02-24,OCCUPIED,Praneel Swamy,2026-04-10 03:43:20
TH2215,PROP1503,Greater Noida Pari Chowk,3,16900,2025-06-26,2026-05-26,OCCUPIED,Jagdish Malhotra,2025-01-11 19:24:27
TH2216,PROP1099,West Delhi,2,17000,2026-06-17,2028-04-17,OCCUPIED,Vasana Sarin,2026-02-27 00:39:48
TH2217,PROP1577,Greater Noida Pari Chowk,1,7600,2025-06-07,2027-04-07,OCCUPIED,Jagdish Prakash,2025-02-02 03:33:50
TH2218,PROP1445,Greater Noida Pari Chowk,1,6400,2025-04-10,2027-02-10,NOTICE_PERIOD,Nicholas Bhardwaj,2023-12-28 16:32:11
TH2219,PROP1693,Janakpuri,2,24300,2024-12-06,2025-11-06,OCCUPIED,Ishanvi Gade,2023-09-17 12:20:49
TH2220,PROP1448,Gurgaon Golf Course Road,4,77100,2024-08-19,2025-07-19,OCCUPIED,Chanakya Mann,2024-06-05 03:30:00
TH2221,PROP1308,Pitampura,4,39400,2025-06-19,2026-05-19,OCCUPIED,Yoshita Hari,2025-11-07 08:52:44
TH2222,PROP1940,Saket,1,18200,2024-02-06,2025-12-06,OCCUPIED,Oliver Naidu,2026-03-03 12:24:33
TH2223,PROP1677,Preet Vihar,3,27700,2026-01-11,2026-12-11,VACANT,Anika Patil,2023-11-03 13:41:08
TH2224,PROP1017,Cyber City Gurgaon,4,58200,2025-04-16,2026-03-16,VACANT,Agastya Devan,2025-02-08 08:00:32
TH2225,PROP1047,Gurgaon Golf Course Road,4,88300,2024-09-01,2026-07-01,OCCUPIED,Nisha Oak,2026-04-25 14:53:12
TH2226,PROP1742,Ghaziabad Vasundhara,4,24100,2024-01-15,2025-11-15,OCCUPIED,Mohammed Thakur,2024-03-19 20:12:41
TH2227,PROP1941,Gurgaon Sector 45,2,20300,2024-02-12,2025-12-12,VACANT,Omisha Sharma,2026-04-20 06:39:20
TH2228,PROP1109,Greater Noida Pari Chowk,1,6300,2023-11-25,2024-10-25,OCCUPIED,Anay Srinivasan,2024-08-06 02:30:04
TH2229,PROP1672,Ghaziabad Raj Nagar Extension,4,18800,2025-08-15,2027-06-15,OCCUPIED,Riya Virk,2025-11-04 05:51:21
TH2230,PROP1833,West Delhi,4,32800,2024-07-29,2025-06-29,OCCUPIED,Ayush Dani,2024-03-21 04:56:03
TH2231,PROP1015,Dwarka Sector 21,1,17500,2026-02-13,2027-01-13,VACANT,Utkarsh Mohanty,2023-12-05 21:44:19
TH2232,PROP1215,Ghaziabad Raj Nagar Extension,2,10400,2023-12-10,2025-10-10,VACANT,Pavani Choudhury,2023-10-14 17:45:16
TH2233,PROP1879,Dwarka Sector 21,1,15500,2025-11-15,2027-09-15,OCCUPIED,Brijesh Hegde,2023-11-16 16:49:53
TH2234,PROP1433,Vasant Kunj,1,19100,2025-12-05,2026-11-05,OCCUPIED,Upasna Dani,2026-04-12 01:22:37
TH2235,PROP1456,Faridabad Sector 15,4,22300,2023-09-06,2025-07-06,OCCUPIED,Advaith Char,2025-11-24 19:45:07
TH2236,PROP1207,Noida Sector 18,4,41800,2026-04-23,2027-03-23,OCCUPIED,Ryan Goyal,2025-07-25 08:30:02
TH2237,PROP1868,Greater Noida Pari Chowk,4,21500,2023-08-22,2025-06-22,OCCUPIED,Arunima Pall,2024-08-10 11:30:57
TH2238,PROP1410,Faridabad Sector 15,4,23600,2026-02-11,2027-01-11,OCCUPIED,Yashasvi Bir,2023-11-07 03:44:15
TH2239,PROP1433,Noida Sector 76,1,11000,2025-04-14,2027-02-14,VACANT,Teerth Handa,2026-06-12 03:02:34
TH2240,PROP1120,Faridabad Sector 15,3,19400,2024-01-25,2025-11-25,OCCUPIED,Hardik Kala,2026-04-25 03:34:25
TH2241,PROP1295,Dwarka Sector 21,4,43300,2026-02-07,2027-01-07,OCCUPIED,Jeevika Goyal,2024-11-14 07:32:35
TH2242,PROP1602,North Delhi,4,26300,2026-06-03,2028-04-03,OCCUPIED,Isha Raghavan,2024-10-28 05:59:23
TH2243,PROP1400,Greater Noida,3,18000,2025-02-03,2026-01-03,OCCUPIED,Isaiah Murthy,2023-12-04 00:16:35
TH2244,PROP1290,Gurgaon Golf Course Road,4,73800,2023-11-18,2024-10-18,OCCUPIED,Warhi Patel,2025-08-31 18:02:02
TH2245,PROP1504,DLF Phase 5,4,79700,2025-03-22,2027-01-22,OCCUPIED,Fitan Narang,2025-01-12 12:49:53
TH2246,PROP1215,Hauz Khas,1,23900,2024-09-14,2026-07-14,OCCUPIED,Devika Sawhney,2024-03-25 01:23:04
TH2247,PROP1163,Gurgaon Sector 45,1,15400,2024-10-08,2026-08-08,OCCUPIED,Ranbir Boase,2026-03-27 23:08:28
TH2248,PROP1633,Janakpuri,1,14500,2025-12-15,2027-10-15,OCCUPIED,Praneel Arya,2026-07-19 21:14:04
TH2249,PROP1349,East Delhi,1,10400,2025-01-09,2026-11-09,VACANT,Meghana Sarma,2025-02-13 06:07:35
TH2250,PROP1874,Faridabad Sector 81,1,8200,2025-07-30,2027-05-30,VACANT,Luke Rana,2024-10-02 12:51:24
TH2251,PROP1986,Cyber City Gurgaon,1,24300,2025-04-27,2026-03-27,VACANT,Om Bhattacharyya,2024-08-23 02:06:40
TH2252,PROP1043,Faridabad Sector 81,1,7200,2024-02-23,2025-01-23,VACANT,Netra Das,2024-04-01 17:21:57
TH2253,PROP1933,West Delhi,2,17900,2024-10-28,2026-08-28,VACANT,Arya Mahajan,2025-10-27 06:14:16
TH2254,PROP1511,DLF Phase 5,2,41400,2025-12-14,2027-10-14,VACANT,Ishani Soni,2025-07-21 01:19:11
TH2255,PROP1126,Dwarka Sector 21,4,50100,2026-05-26,2027-04-26,OCCUPIED,Yasti Mallick,2023-12-30 01:03:56
TH2256,PROP1829,Ghaziabad Raj Nagar Extension,3,13300,2024-11-29,2025-10-29,OCCUPIED,Zashil Suri,2025-01-16 10:28:32
TH2257,PROP1382,Greater Noida,3,17300,2025-06-08,2026-05-08,OCCUPIED,Ayushman Chaudhary,2025-10-06 23:37:03
TH2258,PROP1772,Faridabad Neharpar,4,18300,2026-01-15,2026-12-15,VACANT,Avi Gola,2024-09-12 19:44:04
TH2259,PROP1424,Greater Noida,4,23900,2025-08-02,2027-06-02,NOTICE_PERIOD,Chavvi Char,2025-10-31 11:58:08
TH2260,PROP1454,Golf Course Extension Road,1,19200,2025-07-13,2026-06-13,OCCUPIED,Unnati Jaggi,2024-06-07 05:26:03
TH2261,PROP1323,Noida Extension,2,13800,2025-01-16,2026-11-16,VACANT,Hemal Zachariah,2025-03-11 12:08:52
TH2262,PROP1677,Golf Course Extension Road,1,20300,2026-05-29,2028-03-29,OCCUPIED,Qushi Dani,2024-09-13 21:57:00
TH2263,PROP1908,Noida Sector 62,3,30800,2024-06-29,2025-05-29,VACANT,Saanvi Sharaf,2023-08-29 23:44:00
TH2264,PROP1922,Faridabad Neharpar,2,10000,2024-01-30,2025-11-30,OCCUPIED,Nitesh Swamy,2024-11-04 11:16:11
TH2265,PROP1909,Ghaziabad Indirapuram,3,23000,2024-06-27,2026-04-27,VACANT,Vinaya Choudhary,2025-04-04 20:52:22
TH2266,PROP1903,Noida Sector 62,1,11600,2025-01-08,2026-11-08,OCCUPIED,Vamakshi Dugar,2025-01-26 17:57:58
TH2267,PROP1737,Central Delhi,3,54800,2024-09-21,2026-07-21,OCCUPIED,Krishna Pandit,2025-11-07 09:37:26
TH2268,PROP1776,Gurgaon Sector 56,1,13800,2024-05-27,2026-03-27,OCCUPIED,Ayaan Bath,2023-12-09 00:47:17
TH2269,PROP1793,Noida Sector 62,4,40200,2024-08-25,2025-07-25,OCCUPIED,Harita Rai,2023-11-05 05:34:09
TH2270,PROP1862,West Delhi,3,24500,2024-08-01,2026-06-01,OCCUPIED,Nisha Panchal,2023-09-21 09:59:21
TH2271,PROP1775,Cyber City Gurgaon,4,59900,2024-04-13,2025-03-13,OCCUPIED,Devika Chad,2026-04-14 02:16:57
TH2272,PROP1242,Janakpuri,3,29300,2023-09-30,2024-08-30,OCCUPIED,Ishwar Nazareth,2024-01-23 14:15:36
TH2273,PROP1533,Pitampura,1,14300,2025-03-01,2026-02-01,VACANT,Triveni Sami,2025-04-03 23:40:55
TH2274,PROP1370,Ghaziabad Vasundhara,1,7700,2026-04-03,2028-02-03,VACANT,Anmol Singh,2025-04-25 20:02:43
TH2275,PROP1084,Gurgaon Golf Course Road,1,28700,2026-07-04,2027-06-04,OCCUPIED,Madhavi Naidu,2025-04-08 21:44:12
TH2276,PROP1457,Lajpat Nagar,3,43800,2025-12-22,2027-10-22,OCCUPIED,Samesh Nayar,2025-01-15 20:12:44
TH2277,PROP1532,Noida Extension,3,20000,2025-12-25,2027-10-25,NOTICE_PERIOD,Ojas Mistry,2024-08-22 16:13:54
TH2278,PROP1706,Faridabad Sector 15,4,27200,2024-11-09,2025-10-09,OCCUPIED,Faqid Wason,2024-03-12 03:15:08
TH2279,PROP1497,Ghaziabad Vasundhara,2,14500,2024-05-06,2025-04-06,OCCUPIED,Neelima Kara,2025-06-04 22:04:48
TH2280,PROP1467,Ghaziabad Raj Nagar Extension,1,6900,2026-06-03,2028-04-03,VACANT,Gayathri Mahajan,2023-10-03 06:32:23
TH2281,PROP1122,Greater Noida,1,7100,2025-12-14,2027-10-14,OCCUPIED,Prisha Kadakia,2024-08-05 03:00:24
TH2282,PROP1157,Cyber City Gurgaon,3,46700,2023-10-12,2025-08-12,OCCUPIED,Yamini Mital,2024-11-06 21:53:45
TH2283,PROP1498,Vasant Kunj,2,29300,2025-03-03,2027-01-03,OCCUPIED,Oeshi Ratti,2024-04-21 21:06:30
TH2284,PROP1916,Noida Sector 62,3,26100,2025-02-04,2026-12-04,OCCUPIED,Anirudh Varty,2026-02-20 20:26:56
TH2285,PROP1561,East Delhi,1,10600,2025-04-12,2027-02-12,OCCUPIED,Unni Loyal,2026-05-13 10:21:49
TH2286,PROP1318,Ghaziabad Indirapuram,3,22400,2025-02-23,2026-12-23,VACANT,Darpan Vig,2024-02-26 10:01:30
TH2287,PROP1854,Central Delhi,2,42000,2024-12-08,2026-10-08,VACANT,Matthew Mital,2026-01-31 11:38:24
TH2288,PROP1684,Ghaziabad Indirapuram,2,16300,2024-10-12,2026-08-12,OCCUPIED,Samar Sachar,2024-05-09 01:11:09
TH2289,PROP1640,Greater Noida,4,20200,2024-05-30,2026-03-30,OCCUPIED,Aahana Keer,2024-10-08 06:41:52
TH2290,PROP1047,Ghaziabad Indirapuram,3,21700,2023-11-22,2024-10-22,OCCUPIED,Ayaan Korpal,2025-12-10 21:38:13
TH2291,PROP1586,Noida Sector 62,1,13400,2024-06-25,2025-05-25,OCCUPIED,Rajata Sami,2025-06-29 09:49:05
TH2292,PROP1634,Hauz Khas,2,40300,2023-08-30,2024-07-30,OCCUPIED,Anjali Deshpande,2023-08-22 11:52:46
TH2293,PROP1959,Gurgaon Sector 45,1,13500,2025-12-01,2026-11-01,OCCUPIED,Patrick Basak,2026-06-11 14:30:05
TH2294,PROP1723,Ghaziabad Indirapuram,1,10500,2025-01-02,2026-11-02,OCCUPIED,Christopher Chacko,2024-06-29 12:22:10
TH2295,PROP1047,Faridabad Sector 15,1,8800,2024-06-11,2025-05-11,OCCUPIED,Niharika Patla,2025-07-26 12:40:34
TH2296,PROP1881,Faridabad Neharpar,3,12900,2026-03-16,2027-02-16,OCCUPIED,Logan Keer,2023-11-21 05:02:40
TH2297,PROP1102,Gurgaon Sector 56,3,30700,2025-10-02,2027-08-02,VACANT,Zayan Taneja,2026-03-16 19:10:39
TH2298,PROP1158,Noida Sector 62,4,37500,2024-04-06,2025-03-06,OCCUPIED,Dhriti Narayan,2026-01-18 13:39:08
TH2299,PROP1334,Gurgaon Sector 45,1,15000,2025-10-05,2027-08-05,OCCUPIED,Pallavi Kamdar,2023-12-26 15:38:39
TH2300,PROP1328,Golf Course Extension Road,4,55200,2024-01-28,2025-11-28,OCCUPIED,Ria Rege,2024-04-25 05:04:54
TH2301,PROP1848,Cyber City Gurgaon,1,21100,2025-04-26,2026-03-26,OCCUPIED,Kavya Chowdhury,2024-07-02 08:21:09
TH2302,PROP1771,Faridabad Sector 81,4,23900,2024-10-27,2026-08-27,OCCUPIED,Arunima Dhillon,2024-08-22 07:23:17
TH2303,PROP1476,Greater Noida,1,7800,2025-09-11,2027-07-11,OCCUPIED,Ansh Banerjee,2026-01-28 13:58:40
TH2304,PROP1936,Vasant Kunj,3,45400,2025-07-15,2026-06-15,OCCUPIED,Wriddhish Kulkarni,2025-03-18 04:46:05
TH2305,PROP1569,Central Delhi,3,59800,2024-06-23,2026-04-23,OCCUPIED,Jairaj Warrior,2026-02-25 12:01:54
TH2306,PROP1652,Faridabad Sector 81,2,12800,2026-02-14,2027-01-14,OCCUPIED,Abhiram Ramaswamy,2026-05-02 20:26:58
TH2307,PROP1173,Pitampura,4,46000,2026-04-21,2028-02-21,OCCUPIED,Gautam Keer,2024-06-11 10:56:28
TH2308,PROP1833,Ghaziabad Vasundhara,3,18900,2026-02-16,2027-01-16,OCCUPIED,Reva Nadig,2026-03-11 05:07:27
TH2309,PROP1956,Ghaziabad Raj Nagar Extension,3,14300,2025-11-06,2027-09-06,NOTICE_PERIOD,Bahadurjit Mahal,2026-02-24 22:39:49
TH2310,PROP1863,Rohini Sector 10,3,24900,2026-01-07,2026-12-07,OCCUPIED,Urishilla Sachar,2026-05-01 17:53:04
TH2311,PROP1405,Cyber City Gurgaon,2,36900,2024-07-19,2026-05-19,VACANT,Harish Dyal,2025-08-24 21:42:33
TH2312,PROP1216,Faridabad Sector 81,3,18300,2025-01-25,2026-11-25,OCCUPIED,Osha Narain,2024-11-29 05:04:44
TH2313,PROP1771,Ghaziabad Indirapuram,3,19700,2023-08-19,2025-06-19,OCCUPIED,Qarin Sawhney,2025-12-04 07:11:03
TH2314,PROP1471,North Delhi,1,11400,2023-12-17,2024-11-17,OCCUPIED,Ryan Mody,2024-06-29 07:33:28
TH2315,PROP1003,Ghaziabad Raj Nagar Extension,1,7100,2023-10-19,2024-09-19,OCCUPIED,Zaid Varty,2025-09-10 10:19:06
TH2316,PROP1917,Faridabad Sector 15,4,25400,2025-11-07,2026-10-07,OCCUPIED,Nirja Nagarajan,2024-11-27 06:29:02
TH2317,PROP1914,Ghaziabad Indirapuram,1,9400,2026-03-03,2028-01-03,VACANT,Abha Ghose,2025-08-12 20:02:11
TH2318,PROP1367,Sohna Road Gurgaon,2,19500,2026-01-11,2026-12-11,OCCUPIED,Rushil Chad,2024-10-17 17:39:22
TH2319,PROP1380,Dwarka Sector 21,4,39700,2024-02-05,2025-01-05,VACANT,Udarsh Bail,2026-05-25 10:13:16
TH2320,PROP1697,East Delhi,2,13500,2026-04-26,2028-02-26,VACANT,Gaurav Shere,2024-02-23 19:23:22
TH2321,PROP1227,Janakpuri,4,44000,2025-08-26,2026-07-26,OCCUPIED,Chandran Rattan,2025-05-28 17:21:11
TH2322,PROP1927,Rohini Sector 10,1,12100,2025-05-08,2027-03-08,OCCUPIED,Gaurav Pillai,2024-01-23 23:17:48
TH2323,PROP1285,Faridabad Sector 81,4,19900,2025-04-02,2026-03-02,OCCUPIED,Radhika Setty,2026-01-13 00:08:55
TH2324,PROP1580,Gurgaon Sector 45,1,14600,2025-01-12,2025-12-12,OCCUPIED,Samar Halder,2026-05-23 04:07:50
TH2325,PROP1956,Janakpuri,3,28500,2025-12-27,2026-11-27,NOTICE_PERIOD,Bhavna Talwar,2024-09-12 05:01:19
TH2326,PROP1710,Preet Vihar,4,33300,2024-11-04,2026-09-04,OCCUPIED,Tanveer Mandal,2025-09-24 19:58:23
TH2327,PROP1966,Hauz Khas,3,52300,2024-02-13,2025-12-13,OCCUPIED,Nilima Dhingra,2023-08-22 02:10:56
TH2328,PROP1697,Faridabad Neharpar,4,17100,2026-06-23,2027-05-23,VACANT,Shravya Kothari,2024-08-29 13:59:41
TH2329,PROP1230,Hauz Khas,3,58500,2025-08-08,2027-06-08,OCCUPIED,Frederick Anne,2024-12-16 07:50:19
TH2330,PROP1402,Dwarka Sector 21,3,31500,2026-03-01,2027-02-01,NOTICE_PERIOD,Simon Rajagopal,2025-09-04 19:55:08
TH2331,PROP1232,Greater Noida Pari Chowk,1,7900,2025-10-04,2026-09-04,OCCUPIED,Elijah Chandran,2025-03-22 21:06:43
TH2332,PROP1319,Lajpat Nagar,1,17300,2023-09-16,2025-07-16,VACANT,Urishilla Pandya,2026-07-17 17:03:49
TH2333,PROP1607,North Delhi,3,21000,2026-05-14,2028-03-14,OCCUPIED,Abdul Kulkarni,2025-01-24 09:36:35
TH2334,PROP1349,Hauz Khas,3,53500,2024-09-10,2025-08-10,NOTICE_PERIOD,Kamala Deo,2026-06-16 06:48:54
TH2335,PROP1795,Ghaziabad Indirapuram,1,10000,2025-03-24,2026-02-24,OCCUPIED,Abha Gara,2025-01-23 12:41:46
TH2336,PROP1063,Saket,4,48100,2026-05-04,2027-04-04,VACANT,Kevin Chakraborty,2024-07-03 06:06:43
TH2337,PROP1064,Ghaziabad Indirapuram,1,9300,2025-02-20,2026-12-20,OCCUPIED,Abha Dada,2024-06-28 19:39:58
TH2338,PROP1694,Hauz Khas,1,23500,2026-06-26,2028-04-26,OCCUPIED,Avni Patel,2026-05-01 11:02:33
TH2339,PROP1633,Greater Noida,2,13000,2024-05-25,2025-04-25,OCCUPIED,Aishani Varughese,2024-06-28 12:50:51
TH2340,PROP1476,Greater Noida Pari Chowk,1,6900,2026-03-24,2027-02-24,OCCUPIED,Vyanjana Dora,2025-03-21 10:15:40
TH2341,PROP1337,Dwarka Sector 21,1,14700,2026-04-26,2027-03-26,OCCUPIED,Chatresh Gulati,2023-12-31 09:51:02
TH2342,PROP1861,Dwarka Sector 21,2,25800,2024-03-28,2026-01-28,OCCUPIED,Upma Lad,2024-01-16 18:34:41
TH2343,PROP1493,Ghaziabad Indirapuram,2,14100,2024-12-13,2025-11-13,OCCUPIED,Warda Baria,2024-11-16 08:17:40
TH2344,PROP1320,Greater Noida Pari Chowk,3,14700,2026-07-07,2027-06-07,OCCUPIED,Tanvi Tailor,2023-11-21 19:43:55
TH2345,PROP1317,North Delhi,3,21700,2025-09-16,2026-08-16,OCCUPIED,Jatin Palla,2023-11-01 02:22:17
TH2346,PROP1674,Golf Course Extension Road,1,17100,2026-02-25,2027-01-25,OCCUPIED,Om Trivedi,2026-01-07 20:55:39
TH2347,PROP1201,Dwarka Sector 21,2,26700,2025-03-28,2027-01-28,OCCUPIED,Aayush Vora,2025-11-07 19:32:04
TH2348,PROP1488,Ghaziabad Vasundhara,3,19700,2024-02-03,2025-12-03,OCCUPIED,Yatin Tara,2025-08-01 06:22:50
TH2349,PROP1429,North Delhi,2,14500,2026-03-18,2027-02-18,OCCUPIED,Bhavani Dara,2024-09-25 11:07:17
TH2350,PROP1943,South Delhi,2,36600,2025-04-27,2027-02-27,OCCUPIED,Ekiya Dube,2023-08-22 04:50:55
TH2351,PROP1245,Ghaziabad Raj Nagar Extension,3,15000,2024-12-05,2026-10-05,OCCUPIED,Sudiksha Luthra,2025-05-02 15:29:00
TH2352,PROP1189,South Delhi,3,43200,2023-07-27,2025-05-27,OCCUPIED,Sneha Nair,2026-05-24 16:03:16
TH2353,PROP1118,Golf Course Extension Road,3,38600,2026-07-19,2028-05-19,OCCUPIED,Siddharth Bava,2025-12-15 20:19:19
TH2354,PROP1031,Dwarka Sector 21,2,23700,2024-05-25,2025-04-25,VACANT,Ekavir Raj,2023-10-30 23:22:03
TH2355,PROP1737,Gurgaon Sector 45,3,33400,2024-04-25,2025-03-25,OCCUPIED,Mohini Chakraborty,2023-08-13 00:56:18
TH2356,PROP1023,Gurgaon Sector 45,3,33800,2024-03-05,2025-02-05,VACANT,Neha Mane,2025-06-29 16:17:09
TH2357,PROP1141,Sohna Road Gurgaon,1,11200,2026-05-31,2027-04-30,OCCUPIED,Jai Misra,2025-01-09 09:25:07
TH2358,PROP1246,West Delhi,3,24700,2024-11-05,2026-09-05,VACANT,Karan Parmer,2025-07-19 18:54:04
TH2359,PROP1067,Cyber City Gurgaon,2,38200,2026-01-17,2026-12-17,VACANT,Vrishti Sehgal,2026-03-17 17:28:56
TH2360,PROP1197,Sohna Road Gurgaon,3,24100,2024-12-23,2026-10-23,NOTICE_PERIOD,Gautam Sami,2025-12-26 04:28:24
TH2361,PROP1251,Saket,2,30400,2025-05-23,2027-03-23,VACANT,Pooja Chander,2023-09-03 20:56:22
TH2362,PROP1336,Pitampura,1,15400,2024-07-29,2026-05-29,VACANT,Udarsh Dubey,2026-05-06 07:33:16
TH2363,PROP1872,Faridabad Sector 81,4,20100,2025-02-17,2026-01-17,VACANT,Bina Sidhu,2024-11-11 18:47:17
TH2364,PROP1810,Lajpat Nagar,2,30100,2026-04-09,2028-02-09,OCCUPIED,Charita Dixit,2026-07-03 22:56:55
TH2365,PROP1476,Gurgaon Sector 45,3,32400,2025-08-08,2027-06-08,OCCUPIED,Yuvraj Virk,2024-11-01 05:42:39
TH2366,PROP1507,Ghaziabad Raj Nagar Extension,3,14300,2025-04-03,2026-03-03,OCCUPIED,Chakradev Varghese,2023-11-16 11:57:40
TH2367,PROP1917,Dwarka Sector 21,4,48900,2024-10-28,2026-08-28,OCCUPIED,Ucchal Kulkarni,2024-08-14 01:05:48
TH2368,PROP1436,Sohna Road Gurgaon,2,19900,2025-04-22,2027-02-22,OCCUPIED,Ishaan Shere,2024-02-03 07:15:43
TH2369,PROP1087,Central Delhi,1,26000,2024-02-05,2025-12-05,OCCUPIED,Chakradev Chacko,2024-10-19 15:48:41
TH2370,PROP1043,Ghaziabad Vasundhara,3,17900,2025-08-30,2027-06-30,OCCUPIED,Suhani Sengupta,2025-06-04 02:02:39
TH2371,PROP1377,Faridabad Sector 15,3,18500,2024-05-06,2025-04-06,OCCUPIED,Siddharth Goyal,2023-10-15 06:30:53
TH2372,PROP1240,Preet Vihar,1,13200,2026-06-30,2027-05-30,OCCUPIED,Hitesh Saraf,2025-02-26 02:09:47
TH2373,PROP1514,Faridabad Sector 81,1,8300,2023-07-27,2024-06-27,OCCUPIED,Agastya Garg,2025-07-09 03:18:34
TH2374,PROP1074,West Delhi,1,11200,2024-12-05,2026-10-05,OCCUPIED,Vidhi Mitter,2025-05-29 06:22:44
TH2375,PROP1338,Preet Vihar,3,31100,2026-06-21,2028-04-21,OCCUPIED,Megha Mittal,2023-10-25 14:05:36
TH2376,PROP1619,Central Delhi,3,51900,2023-12-15,2025-10-15,OCCUPIED,Isaac Babu,2025-08-22 05:17:16
TH2377,PROP1355,Noida Extension,4,27100,2024-02-12,2025-01-12,OCCUPIED,Shaurya Srivastava,2025-07-01 06:33:15
TH2378,PROP1525,Golf Course Extension Road,4,47100,2025-07-01,2026-06-01,OCCUPIED,Rayaan Chadha,2024-06-15 06:50:57
TH2379,PROP1529,Ghaziabad Vasundhara,4,22500,2024-12-09,2025-11-09,OCCUPIED,Pahal Bains,2023-11-26 04:04:40
TH2380,PROP1193,Greater Noida Pari Chowk,4,18400,2026-04-04,2028-02-04,VACANT,Vedhika Sinha,2023-08-12 01:41:05
TH2381,PROP1031,West Delhi,2,17300,2024-11-24,2025-10-24,OCCUPIED,Saksham Menon,2025-04-05 12:00:00
TH2382,PROP1756,South Delhi,4,67700,2026-01-19,2027-11-19,OCCUPIED,Gauri Anand,2023-11-11 01:17:56
TH2383,PROP1430,Greater Noida Pari Chowk,4,21000,2026-02-03,2027-12-03,OCCUPIED,Ojasvi Tandon,2025-10-06 04:40:57
TH2384,PROP1024,Saket,2,25700,2025-05-03,2027-03-03,OCCUPIED,Balhaar Sura,2024-10-01 12:02:03
TH2385,PROP1819,Noida Extension,4,23400,2025-02-02,2026-12-02,OCCUPIED,Vincent Bhat,2025-02-19 10:36:44
TH2386,PROP1396,Dwarka Sector 21,4,40800,2024-10-25,2026-08-25,OCCUPIED,Devansh Loyal,2026-03-25 21:46:09
TH2387,PROP1312,Gurgaon Golf Course Road,2,40700,2024-10-19,2025-09-19,OCCUPIED,Jackson Talwar,2025-06-02 20:45:25
TH2388,PROP1706,Faridabad Sector 15,1,8400,2025-06-27,2026-05-27,VACANT,Rajata Bail,2024-01-14 08:09:29
TH2389,PROP1396,Noida Sector 18,2,24300,2025-09-23,2026-08-23,OCCUPIED,Hemangini Sarma,2024-03-31 21:12:29
TH2390,PROP1378,Faridabad Neharpar,1,5700,2024-03-17,2026-01-17,OCCUPIED,Upadhriti Deep,2026-03-15 06:35:08
TH2391,PROP1114,Central Delhi,4,75200,2025-09-19,2026-08-19,OCCUPIED,Omaja Parsa,2025-12-09 17:26:37
TH2392,PROP1926,Rohini Sector 10,2,21800,2025-12-12,2027-10-12,OCCUPIED,Sarthak Mandal,2025-08-16 08:59:40
TH2393,PROP1727,Ghaziabad Raj Nagar Extension,2,10200,2023-10-23,2025-08-23,OCCUPIED,Kai Ghose,2024-02-25 03:25:12
TH2394,PROP1515,Ghaziabad Vasundhara,3,16900,2025-05-14,2026-04-14,OCCUPIED,Ojasvi Tak,2024-06-18 06:44:47
TH2395,PROP1845,Noida Extension,2,14100,2024-03-06,2026-01-06,OCCUPIED,Andrew Parmer,2026-03-12 18:57:44
TH2396,PROP1590,Saket,1,17300,2024-08-14,2026-06-14,OCCUPIED,Owen Thakur,2023-08-25 14:15:07
TH2397,PROP1863,Noida Sector 62,4,37000,2023-09-28,2024-08-28,OCCUPIED,Ishaan Karan,2023-11-30 19:17:41
